Ticket No,Request ID,RequestorSeniority,FiledAgainst,TicketType,Severity,Priority,Max Day
24626,1457,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,28.0
37178,411,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1.0
36378,427,2 - Regular,Access/Login,Request,,2 - Medium,1.0
17650,1922,1 - Junior,System,Issue,2 - Normal,3 - High,0.0
25560,1414,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,
40790,492,3 - Senior,Hardware,Request,2 - Normal,3 - High,
1152,1089,1 - Junior,Systems,Request,2 - Normal,3 - High,6.0
22403,1356,2 - Regular,Systems,Request,2 - Normal,High Priority,6.0
472,429,4 - Management,Software,Request,2 - Normal,0 - Unassigned,5.0
7522,1721,1 - Junior,Systems,Request,2 - Normal,1 - Low,22.0
43949,1872,1 - Junior,System,Issue,1 - Minor,1 - Low,0.0
4901,1711,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0.0
35717,1979,,Hardware,Issue,2 - Normal,0 - Unassigned,5.0
39147,466,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
29592,1197,4 - Management,Systems,Request,,0 - Unassigned,16.0
5639,257,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,1.0
7586,1871,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
8028,754,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1.0
23347,507,2 - Regular,,Issue,2 - Normal,2 - Medium,3.0
29040,1431,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
18979,1558,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,
39353,1300,2 - Regular,Systems,Request,2 - Normal,3 - High,13.0
34518,701,1 - Junior,Systems,Request,2 - Normal,1 - Low,12.0
45706,281,2 - Regular,Systems,,2 - Normal,2 - Medium,13.0
31405,1802,2 - Regular,Access/Login,Req,2 - Normal,3 - High,0.0
44233,993,2 - Regular,Systems,,2 - Normal,High Priority,7.0
15662,516,1 - Junior,Access/Login,Issue,2 - Normal,3 - High,0.0
2322,1299,4 - Management,Systems,Request,2 - Normal,3 - High,
17867,1943,1 - Junior,,Issue,2 - Normal,1 - Low,19.0
37946,1117,,Hardware,Request,2 - Normal,0 - Unassigned,14.0
42154,580,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,1.0
37802,1675,4 - Management,Hardware,Request,2 - Normal,3 - High,
38673,102,2 - Regular,Systems,,2 - Normal,0 - Unassigned,7.0
25742,958,4 - Management,,Request,2 - Normal,3 - High,7.0
13793,1754,1 - Junior,Systems,,2 - Normal,3 - High,6.0
6535,1793,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0.0
13148,1969,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,6.0
19704,1525,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,
27716,106,1 - Junior,Systems,Request,2 - Normal,1 - Low,
32253,607,2 - Regular,Software,Issue,2 - Normal,2 - Medium,12.0
40387,521,3 - Senior,,Req,2 - Normal,3 - High,5.0
13641,711,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,9.0
34192,31,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0.0
9102,917,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
39001,1967,3 - Senior,Systems,Request,2 - Normal,3 - High,
5391,586,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,3.0
25557,164,2 - Regular,Systems,Issue,2 - Normal,3 - High,3.0
45036,1704,2 - Regular,Systems,Request,2 - Normal,,7.0
32494,1684,2 - Regular,System,,2 - Normal,0 - Unassigned,14.0
19994,1847,3 - Senior,Systems,Request,2 - Normal,3 - High,16.0
3897,518,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0.0
42611,953,2 - Regular,Software,Request,2 - Normal,1 - Low,12.0
8896,474,2 - Regular,Systems,Request,2 - Normal,2 - Medium,19.0
29927,1253,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
37967,740,2 - Regular,Systems,Issue,3 - Major,3 - High,
6069,1552,1 - Junior,Systems,Issue,2 - Normal,1 - Low,9.0
26849,338,1 - Junior,Systems,Issue,,,1.0
13125,1646,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5.0
15548,1650,1 - Junior,Software,Issue,2 - Normal,1 - Low,2.0
49951,1019,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,29.0
18828,1491,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,9.0
4712,1526,3 - Senior,Software,Request,,1 - Low,9.0
14457,1634,2 - Regular,Systems,Request,2 - Normal,1 - Low,23.0
9357,972,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,1.0
3774,905,2 - Regular,Software,Request,2 - Normal,2 - Medium,173.0
14919,1534,2 - Regular,Systems,Request,2 - Normal,1 - Low,17.0
1277,1308,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,5.0
6043,1483,3 - Senior,Hardware,Req,2 - Normal,3 - High,10.0
3931,1358,2 - Regular,System,Req,2 - Normal,0 - Unassigned,10.0
46592,1245,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
23920,1629,3 - Senior,,,2 - Normal,0 - Unassigned,5.0
43552,1592,3 - Senior,Access/Login,,1 - Minor,3 - High,
23203,238,1 - Junior,Systems,Request,2 - Normal,1 - Low,
2844,697,,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
46031,1717,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
46600,911,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,15.0
12392,251,4 - Management,,Request,2 - Normal,3 - High,0.0
3232,1140,2 - Regular,System,Request,,,0.0
9308,1801,3 - Senior,Systems,Request,2 - Normal,3 - High,6.0
3794,572,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,14.0
30915,645,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,2.0
14997,323,,Systems,Request,2 - Normal,3 - High,7.0
19673,441,2 - Regular,Systems,Request,2 - Normal,3 - High,5.0
3101,1535,2 - Regular,Access/Login,Request,3 - Major,3 - High,0.0
42607,384,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,10.0
19328,105,4 - Management,Systems,Request,2 - Normal,3 - High,10.0
25005,115,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,10.0
38535,401,2 - Regular,Systems,Issue,4 - Critical,,3.0
43598,130,2 - Regular,Systems,Request,,0 - Unassigned,9.0
49237,1667,,Access/Login,,2 - Normal,3 - High,0.0
26834,1580,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7.0
958,1936,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,10.0
25873,568,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,3.0
21048,973,2 - Regular,Systems,Request,2 - Normal,3 - High,9.0
43488,9,,Software,,2 - Normal,0 - Unassigned,5.0
14548,701,1 - Junior,System,,2 - Normal,3 - High,4.0
10042,1888,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,1.0
9828,1907,4 - Management,Software,Request,2 - Normal,0 - Unassigned,4.0
42803,987,1 - Junior,Systems,,2 - Normal,2 - Medium,6.0
21513,1730,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,
24162,678,3 - Senior,Access/Login,Request,2 - Normal,High Priority,0.0
39156,658,4 - Management,,Request,2 - Normal,3 - High,5.0
31603,162,2 - Regular,Systems,Request,2 - Normal,3 - High,8.0
34232,1745,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,12.0
34154,317,1 - Junior,,Req,Unknown,3 - High,0.0
28366,743,4 - Management,,Request,2 - Normal,,6.0
41676,1210,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,7.0
30708,544,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,4.0
15581,149,2 - Regular,,Request,1 - Minor,3 - High,22.0
37668,408,4 - Management,Systems,Request,,High Priority,5.0
5811,1758,2 - Regular,Access/Login,Request,2 - Normal,,0.0
19584,978,2 - Regular,Systems,Request,2 - Normal,,13.0
2964,1377,3 - Senior,Hardware,Request,2 - Normal,3 - High,15.0
39557,1351,,,Issue,2 - Normal,1 - Low,0.0
11518,96,4 - Management,Software,Request,2 - Normal,0 - Unassigned,-1.0
23002,1363,1 - Junior,Software,Issue,2 - Normal,1 - Low,2.0
46010,181,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,16.0
18381,163,,Software,Issue,2 - Normal,0 - Unassigned,1.0
36955,1570,1 - Junior,System,Issue,2 - Normal,0 - Unassigned,16.0
18060,758,3 - Senior,,Request,2 - Normal,,-1.0
30322,269,2 - Regular,Software,,,3 - High,5.0
25182,631,,Access/Login,Request,2 - Normal,0 - Unassigned,1.0
15055,1267,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1.0
6655,1362,2 - Regular,System,,2 - Normal,2 - Medium,3.0
8304,280,2 - Regular,Hardware,Request,2 - Normal,3 - High,26.0
17046,260,3 - Senior,Software,Request,1 - Minor,2 - Medium,4.0
41644,1284,2 - Regular,Systems,Issue,2 - Normal,,293.0
5420,775,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0.0
16428,930,1 - Junior,Software,Request,Unknown,1 - Low,7.0
14725,561,3 - Senior,Software,,2 - Normal,,
36983,1963,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,4.0
15851,1061,2 - Regular,,Request,2 - Normal,,0.0
34329,100,3 - Senior,Software,Request,Unknown,3 - High,6.0
16693,585,4 - Management,Access/Login,,2 - Normal,3 - High,0.0
6940,471,4 - Management,Software,Request,2 - Normal,0 - Unassigned,3.0
13683,682,,Access/Login,,2 - Normal,3 - High,0.0
7748,1488,1 - Junior,System,Issue,,1 - Low,0.0
6910,34,3 - Senior,,Request,,3 - High,5.0
49206,1717,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,6.0
10675,1116,4 - Management,Software,Issue,,3 - High,1.0
27032,1551,3 - Senior,Systems,Request,Unknown,0 - Unassigned,24.0
44421,1168,2 - Regular,Software,Request,2 - Normal,3 - High,4.0
6605,1814,1 - Junior,Systems,Request,2 - Normal,2 - Medium,13.0
6342,1474,,Systems,Request,2 - Normal,0 - Unassigned,6.0
26685,1883,2 - Regular,Systems,,Unknown,0 - Unassigned,5.0
39874,1943,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1.0
42023,1814,1 - Junior,Access/Login,,4 - Critical,0 - Unassigned,0.0
33828,981,4 - Management,Software,Request,2 - Normal,0 - Unassigned,3.0
25551,548,4 - Management,Access/Login,Request,2 - Normal,,0.0
24917,200,3 - Senior,Hardware,Issue,2 - Normal,3 - High,14.0
39548,1952,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,1.0
33779,1003,4 - Management,,Request,2 - Normal,3 - High,
5369,207,4 - Management,Software,Request,2 - Normal,0 - Unassigned,4.0
44638,1720,3 - Senior,Systems,Req,2 - Normal,0 - Unassigned,19.0
37915,1319,4 - Management,Access/Login,Request,3 - Major,,0.0
25974,1572,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,1.0
20063,1683,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,9.0
12955,71,1 - Junior,Systems,Issue,2 - Normal,1 - Low,9.0
18129,1082,4 - Management,System,Issue,2 - Normal,3 - High,10.0
8868,1627,2 - Regular,,Request,2 - Normal,3 - High,0.0
47999,1304,2 - Regular,Systems,,2 - Normal,1 - Low,3.0
35848,1519,3 - Senior,System,Request,2 - Normal,0 - Unassigned,1.0
39434,1226,2 - Regular,Systems,Req,2 - Normal,3 - High,2.0
38640,81,1 - Junior,Software,Request,2 - Normal,3 - High,3.0
33694,1905,3 - Senior,System,Req,3 - Major,3 - High,0.0
31055,691,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17.0
35269,455,2 - Regular,Systems,Request,2 - Normal,3 - High,9.0
27339,155,3 - Senior,,Request,,3 - High,3.0
35087,1975,4 - Management,Systems,Issue,2 - Normal,2 - Medium,9.0
33717,917,4 - Management,,Request,2 - Normal,3 - High,6.0
21402,780,3 - Senior,Systems,Request,2 - Normal,3 - High,8.0
2746,383,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
17602,888,4 - Management,Access/Login,Request,,,1.0
804,482,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0.0
33067,1919,2 - Regular,Systems,,2 - Normal,2 - Medium,14.0
79,839,4 - Management,,Issue,2 - Normal,,252.0
17555,504,2 - Regular,,Issue,2 - Normal,2 - Medium,3.0
29792,1300,,System,Request,2 - Normal,3 - High,0.0
49831,1019,2 - Regular,System,Request,2 - Normal,2 - Medium,7.0
39863,848,4 - Management,Systems,,2 - Normal,0 - Unassigned,
27009,1137,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
14687,448,4 - Management,Access/Login,Request,2 - Normal,,0.0
6754,323,4 - Management,Systems,Request,2 - Normal,3 - High,6.0
47893,1533,,Systems,Request,2 - Normal,3 - High,176.0
24594,1882,2 - Regular,System,Request,2 - Normal,3 - High,7.0
14788,241,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,2.0
41107,1445,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5.0
34910,191,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
43612,1371,1 - Junior,Software,Request,,1 - Low,4.0
49103,132,3 - Senior,,Request,2 - Normal,3 - High,12.0
35467,1550,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,
28763,1360,4 - Management,Software,Issue,2 - Normal,3 - High,3.0
28434,1782,,Hardware,,2 - Normal,0 - Unassigned,14.0
32342,418,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
43787,1144,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7.0
38506,1189,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,21.0
15864,278,2 - Regular,Access/Login,Req,,3 - High,1.0
32346,1625,1 - Junior,Software,Request,2 - Normal,3 - High,3.0
3258,911,1 - Junior,Systems,Issue,1 - Minor,1 - Low,4.0
2301,1765,2 - Regular,Systems,Request,2 - Normal,High Priority,18.0
18967,1473,3 - Senior,Systems,Req,2 - Normal,3 - High,18.0
3407,1609,4 - Management,Hardware,Request,,2 - Medium,11.0
15312,143,,Access/Login,Request,,0 - Unassigned,1.0
40109,525,,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
12769,1224,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1.0
13409,683,4 - Management,Systems,Request,2 - Normal,3 - High,10.0
24022,1416,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,1.0
30561,1154,4 - Management,,Issue,2 - Normal,0 - Unassigned,0.0
37873,394,1 - Junior,Systems,Issue,2 - Normal,1 - Low,
19705,236,2 - Regular,,Request,2 - Normal,2 - Medium,12.0
36654,458,3 - Senior,System,Request,2 - Normal,3 - High,0.0
30508,1765,2 - Regular,Software,Request,2 - Normal,1 - Low,8.0
29800,800,,Hardware,Request,2 - Normal,0 - Unassigned,10.0
27057,968,2 - Regular,Hardware,Request,3 - Major,3 - High,-1.0
26612,953,2 - Regular,System,Request,2 - Normal,2 - Medium,0.0
4941,1053,2 - Regular,,Request,2 - Normal,0 - Unassigned,
22718,251,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0.0
41450,499,2 - Regular,System,Request,2 - Normal,0 - Unassigned,0.0
4734,512,1 - Junior,Hardware,Request,2 - Normal,3 - High,
21340,1040,2 - Regular,Software,Issue,2 - Normal,1 - Low,10.0
2202,437,1 - Junior,Hardware,Request,Unknown,0 - Unassigned,28.0
28937,1237,2 - Regular,Access/Login,,2 - Normal,3 - High,0.0
35774,170,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,2.0
9401,999,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,
18206,1061,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
3268,1276,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
33995,1259,1 - Junior,Hardware,Request,2 - Normal,1 - Low,34.0
21654,1521,2 - Regular,Systems,Issue,2 - Normal,1 - Low,4.0
24894,1032,1 - Junior,Hardware,Request,2 - Normal,1 - Low,35.0
47239,48,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0.0
36103,17,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
45778,460,,Access/Login,Request,4 - Critical,2 - Medium,0.0
9442,630,1 - Junior,Software,Request,2 - Normal,2 - Medium,4.0
14597,1058,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0.0
15633,188,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,26.0
9899,1158,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
22843,1626,2 - Regular,Software,Request,2 - Normal,2 - Medium,9.0
33931,1637,3 - Senior,Systems,Issue,2 - Normal,3 - High,10.0
33422,148,4 - Management,Software,Req,2 - Normal,0 - Unassigned,211.0
42231,896,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7.0
40633,623,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
36146,462,1 - Junior,Systems,Request,2 - Normal,2 - Medium,7.0
19793,1249,3 - Senior,Systems,Issue,2 - Normal,2 - Medium,146.0
29253,1315,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0.0
7998,978,2 - Regular,System,Request,,2 - Medium,10.0
41921,79,1 - Junior,Access/Login,Request,2 - Normal,,
9224,218,2 - Regular,Software,Issue,2 - Normal,3 - High,9.0
15827,771,1 - Junior,Access/Login,Request,2 - Normal,High Priority,0.0
6597,117,2 - Regular,Systems,Request,2 - Normal,3 - High,13.0
21333,1899,1 - Junior,Software,Request,2 - Normal,2 - Medium,9.0
5730,523,2 - Regular,System,Request,2 - Normal,,25.0
28114,1875,3 - Senior,Systems,Issue,2 - Normal,3 - High,3.0
41498,1060,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,11.0
37956,417,2 - Regular,Access/Login,Request,,High Priority,0.0
19954,1977,1 - Junior,Systems,Req,2 - Normal,1 - Low,19.0
1140,1918,4 - Management,System,Request,2 - Normal,High Priority,25.0
3755,700,3 - Senior,Hardware,Issue,2 - Normal,3 - High,19.0
45567,12,1 - Junior,,Issue,2 - Normal,0 - Unassigned,0.0
43444,1283,2 - Regular,Access/Login,,2 - Normal,2 - Medium,0.0
29294,1563,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,2.0
43425,345,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1.0
2451,1066,,Systems,Request,2 - Normal,3 - High,7.0
26342,637,1 - Junior,Systems,Request,,0 - Unassigned,6.0
20733,995,4 - Management,System,Request,2 - Normal,,0.0
3095,1701,1 - Junior,Software,Issue,2 - Normal,3 - High,2.0
13710,1526,3 - Senior,,Request,2 - Normal,2 - Medium,15.0
34969,1365,2 - Regular,Systems,Issue,3 - Major,1 - Low,17.0
456,1721,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,30.0
32439,889,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13.0
26571,1945,2 - Regular,,Issue,2 - Normal,2 - Medium,0.0
5173,1318,4 - Management,Systems,Request,2 - Normal,3 - High,17.0
2914,1869,2 - Regular,Systems,Request,Unknown,0 - Unassigned,10.0
44354,1181,2 - Regular,Systems,Request,2 - Normal,1 - Low,7.0
31841,348,1 - Junior,Systems,Request,2 - Normal,2 - Medium,14.0
5404,583,2 - Regular,Software,Issue,2 - Normal,3 - High,0.0
30034,1485,3 - Senior,System,Request,2 - Normal,0 - Unassigned,1.0
48808,512,1 - Junior,Hardware,Request,2 - Normal,1 - Low,38.0
32620,54,2 - Regular,Software,Request,3 - Major,2 - Medium,4.0
34426,538,1 - Junior,Systems,Request,,,9.0
44806,1792,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0.0
5253,1598,4 - Management,Systems,Issue,3 - Major,3 - High,4.0
47338,1693,4 - Management,Software,Request,2 - Normal,High Priority,10.0
33391,294,2 - Regular,,Req,2 - Normal,0 - Unassigned,0.0
9328,492,3 - Senior,Systems,Request,2 - Normal,3 - High,11.0
21032,1166,1 - Junior,Access/Login,Issue,2 - Normal,High Priority,0.0
35152,501,1 - Junior,Systems,Request,3 - Major,0 - Unassigned,6.0
14537,19,,Systems,Request,2 - Normal,High Priority,10.0
9583,260,3 - Senior,Software,Req,2 - Normal,0 - Unassigned,3.0
18659,527,2 - Regular,System,Request,2 - Normal,1 - Low,15.0
17700,810,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5.0
43543,1,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,6.0
13266,1635,4 - Management,Access/Login,Request,2 - Normal,,0.0
11010,1523,4 - Management,Software,Request,2 - Normal,0 - Unassigned,3.0
15597,982,3 - Senior,Systems,Issue,2 - Normal,3 - High,5.0
15612,467,2 - Regular,Access/Login,Request,4 - Critical,3 - High,0.0
31512,54,2 - Regular,Systems,Request,2 - Normal,1 - Low,16.0
9305,1856,2 - Regular,Hardware,Issue,2 - Normal,2 - Medium,5.0
31058,484,4 - Management,,Request,2 - Normal,3 - High,16.0
35558,676,2 - Regular,Software,,2 - Normal,2 - Medium,8.0
8207,1270,1 - Junior,Software,Request,2 - Normal,1 - Low,2.0
45846,759,1 - Junior,Systems,Request,2 - Normal,1 - Low,14.0
6750,667,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,14.0
41911,164,2 - Regular,,Issue,2 - Normal,0 - Unassigned,3.0
28150,288,4 - Management,Access/Login,Req,2 - Normal,3 - High,0.0
42444,1789,2 - Regular,Systems,,0 - Unclassified,0 - Unassigned,1.0
22970,1960,3 - Senior,Systems,Req,2 - Normal,3 - High,15.0
27696,571,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,10.0
3511,614,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
13209,1956,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
46308,1588,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1.0
35220,1248,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0.0
8505,211,1 - Junior,Systems,Issue,2 - Normal,1 - Low,13.0
27427,536,,Software,Request,2 - Normal,0 - Unassigned,5.0
48971,229,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
14039,1966,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,10.0
8052,1742,3 - Senior,Software,,2 - Normal,3 - High,2.0
46183,504,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
3710,9,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,
33480,1823,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,13.0
16235,574,2 - Regular,Systems,Request,2 - Normal,3 - High,19.0
42018,750,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
